ID,prediction,model_version
d7f612a3-4e0d-4781-9812-ecb5eccdad28,clapping,d347fb6459524bb8b28cf4254ae52850
ca25f99a-81f4-495a-a0ed-95898bcd9b5a,fighting,d347fb6459524bb8b28cf4254ae52850
ba947a4a-8519-49ac-9123-ce8dd35ce005,clapping,d347fb6459524bb8b28cf4254ae52850
31ccda07-b6b5-416e-8b4a-40c595ff9f2e,sitting,d347fb6459524bb8b28cf4254ae52850
be745e67-199a-4a43-83db-dd0e5d8810cc,sitting,d347fb6459524bb8b28cf4254ae52850
8bd6b964-44ac-4e56-b9dd-ba530d56dc02,texting,d347fb6459524bb8b28cf4254ae52850
18f5b7fb-3ee2-4679-807c-3a7391e53fd8,clapping,d347fb6459524bb8b28cf4254ae52850
7f27e75e-6328-4288-a3be-cf67ed865f05,using laptop,d347fb6459524bb8b28cf4254ae52850
6fe0ebcb-cd12-49b4-92b8-bc5533c2e3e4,eating,d347fb6459524bb8b28cf4254ae52850
d646b7da-47af-4564-9dbc-f7462cc05966,dancing,d347fb6459524bb8b28cf4254ae52850
86bb75e7-6856-41ef-b4d9-84dfc47b3770,laughing,d347fb6459524bb8b28cf4254ae52850
4ec23d9b-bd44-4868-b2f3-38667c393a7b,laughing,d347fb6459524bb8b28cf4254ae52850
6310c744-86a4-4bc4-8988-07977b9caa9d,sitting,d347fb6459524bb8b28cf4254ae52850
6802eedd-0f7e-413f-a145-347502ab1855,calling,d347fb6459524bb8b28cf4254ae52850
bfb1a4ae-f588-4f33-89c7-fb825ab3a843,sitting,d347fb6459524bb8b28cf4254ae52850
ac8f80c9-d0fa-4d1a-902c-414a3a68e8f8,running,d347fb6459524bb8b28cf4254ae52850
8e283781-e14c-447a-b746-e76a060f8d52,calling,d347fb6459524bb8b28cf4254ae52850
ba2b4bd6-af2f-4456-aeec-4c46b315d88b,using laptop,d347fb6459524bb8b28cf4254ae52850
c2dfc014-be81-445d-b1fc-8ff4943f6494,sitting,d347fb6459524bb8b28cf4254ae52850
d8719f20-76d4-4d45-9c8a-52d4963ce07d,sitting,d347fb6459524bb8b28cf4254ae52850
617814dd-add3-48ba-aeeb-0c47960ba55c,laughing,d347fb6459524bb8b28cf4254ae52850
c4282a0d-8785-441d-92ce-f28f4bac6287,texting,d347fb6459524bb8b28cf4254ae52850
d44bb549-901b-4fe5-a02a-6b65a93c1d37,running,d347fb6459524bb8b28cf4254ae52850
c0281807-84dd-4687-b4c1-dfa4a6bcf0c1,sleeping,d347fb6459524bb8b28cf4254ae52850
0bc41d3e-d2de-4f4a-87a4-33b6bcb69bd9,dancing,d347fb6459524bb8b28cf4254ae52850
350b681f-c1b4-4e34-8367-e4c336c82d51,using laptop,d347fb6459524bb8b28cf4254ae52850
c5ec77e9-1f2e-489c-a43b-59fbfbd8054b,laughing,d347fb6459524bb8b28cf4254ae52850
ba5f27b0-5b5a-40f8-8985-34f7b01e12ef,sitting,d347fb6459524bb8b28cf4254ae52850
63be5769-7c2e-4f84-a249-5a6fdd2e465f,running,d347fb6459524bb8b28cf4254ae52850
e754778a-8fc8-495f-ac1d-3a725049749f,eating,d347fb6459524bb8b28cf4254ae52850
10c124d2-e96e-4a11-aa7d-c27db2434a1a,fighting,d347fb6459524bb8b28cf4254ae52850
5bfad651-8e7c-4194-8e2a-23942302f67f,fighting,d347fb6459524bb8b28cf4254ae52850
f1725c31-57f3-43b9-8731-d7de7513e52c,dancing,d347fb6459524bb8b28cf4254ae52850
b8579bb2-97fb-4ed6-a90f-343e98476a0e,texting,d347fb6459524bb8b28cf4254ae52850
e162de85-a16e-4286-9bdd-3bf3bed77e84,calling,d347fb6459524bb8b28cf4254ae52850
150b9b28-8e90-491d-bc62-2932c3ca8055,eating,d347fb6459524bb8b28cf4254ae52850
43f1343b-253c-45e9-85b5-29da846b1bcf,sitting,d347fb6459524bb8b28cf4254ae52850
23c50fb5-fb3b-4c36-b88e-6ac843d1bebc,running,d347fb6459524bb8b28cf4254ae52850
448b303a-9c85-4c3d-b8a7-dbbc856fe9df,calling,d347fb6459524bb8b28cf4254ae52850
01817809-5924-4d42-8b09-721f232e0daf,eating,d347fb6459524bb8b28cf4254ae52850
8c7d131a-e408-4bcf-aed6-256385b8bc40,using laptop,d347fb6459524bb8b28cf4254ae52850
14431e37-925a-4ab9-b587-89dfdd33d85d,calling,d347fb6459524bb8b28cf4254ae52850
9949b5a4-a184-430d-835d-84f9ae937d99,listening_to_music,d347fb6459524bb8b28cf4254ae52850
83e10b3b-39b4-4ba9-9e50-a141db687ac2,running,d347fb6459524bb8b28cf4254ae52850
1eec4ccc-f129-41a5-84b6-deedc1d999b5,cycling,d347fb6459524bb8b28cf4254ae52850
bd7fa153-0e19-4d4e-ba58-1bc4846437ac,sitting,d347fb6459524bb8b28cf4254ae52850
5ecc22b2-5b52-401f-9346-528c0243b835,sleeping,d347fb6459524bb8b28cf4254ae52850
33dff19d-7f98-439d-9151-e488aa0e8ed7,using laptop,d347fb6459524bb8b28cf4254ae52850
859b269c-1297-4c88-ba39-65fb8ca36a8a,hugging,d347fb6459524bb8b28cf4254ae52850
eeb9b460-0c5b-47bf-8376-dcd987ad7e14,sleeping,d347fb6459524bb8b28cf4254ae52850
e6684e69-d86c-48aa-b8d5-2df0b13125c5,laughing,d347fb6459524bb8b28cf4254ae52850
3f833779-02a7-4c8b-af1a-eba2f803079e,sitting,d347fb6459524bb8b28cf4254ae52850
d33b5de2-c149-43c1-a346-645bc7f789ef,running,d347fb6459524bb8b28cf4254ae52850
c2c2520d-937b-4d9a-840f-5527654c63b4,drinking,d347fb6459524bb8b28cf4254ae52850
aab9b5d2-ae6c-4384-b57a-2b888f914d8d,running,d347fb6459524bb8b28cf4254ae52850
6fcb95f2-8453-4419-b3d9-f79363f7d1b6,eating,d347fb6459524bb8b28cf4254ae52850
e630420f-2ab6-49be-b577-611ed7e33d29,drinking,d347fb6459524bb8b28cf4254ae52850
b92a76a8-20a8-41ee-b771-f561b5d3f9fb,listening_to_music,d347fb6459524bb8b28cf4254ae52850
573464ec-8fbf-428a-b283-c546e8db7201,laughing,d347fb6459524bb8b28cf4254ae52850
95eeb8b5-d03e-4954-ad46-d562df9b6e08,hugging,d347fb6459524bb8b28cf4254ae52850
ca4548a4-561a-4c68-bb87-aae024581b7c,dancing,d347fb6459524bb8b28cf4254ae52850
10601c54-8f13-4d05-878d-a63fdc464d7d,clapping,d347fb6459524bb8b28cf4254ae52850
797ab9c8-cb02-4219-8aab-ff4a807104fe,cycling,d347fb6459524bb8b28cf4254ae52850
cb2d3054-28d5-4bc8-b1a3-044692c5f6eb,fighting,d347fb6459524bb8b28cf4254ae52850
75e7b3e9-c9c1-4a23-aee3-bdf579a11db2,texting,d347fb6459524bb8b28cf4254ae52850
7f499e8d-1339-47c4-8b71-2f4c90772147,sleeping,d347fb6459524bb8b28cf4254ae52850
325cb9cf-d27a-4a94-b3e3-052868af40a1,using laptop,d347fb6459524bb8b28cf4254ae52850
568baa83-ad79-4a7a-be2e-fc2104be32cd,cycling,d347fb6459524bb8b28cf4254ae52850
d5129b75-b9dd-4736-be14-da454297272b,eating,d347fb6459524bb8b28cf4254ae52850
a60f199b-3afd-46f2-9fc5-4823cb9196ff,cycling,d347fb6459524bb8b28cf4254ae52850
24760407-8dfc-4033-84e8-b9e78ee86de5,cycling,d347fb6459524bb8b28cf4254ae52850
ddb01621-b3f0-4fa2-af42-3a7adc6af4c7,eating,d347fb6459524bb8b28cf4254ae52850
7f7eafd3-2dd4-4d0f-aca8-d9ffad35b1ec,running,d347fb6459524bb8b28cf4254ae52850
f251983d-6463-4084-a48f-f7e9eec1cdbb,using laptop,d347fb6459524bb8b28cf4254ae52850
bd606cdb-6b21-4388-9f52-c3c067bceb20,fighting,d347fb6459524bb8b28cf4254ae52850
a67a624f-c482-4e02-82b2-7b3b254289c3,eating,d347fb6459524bb8b28cf4254ae52850
d0ba3866-90a8-4ac4-bf11-70832aeaf783,cycling,d347fb6459524bb8b28cf4254ae52850
c5c8949e-0581-458a-b436-d2702d5af5b4,listening_to_music,d347fb6459524bb8b28cf4254ae52850
e49351e3-7282-465d-b8b0-64541b6acd24,sleeping,d347fb6459524bb8b28cf4254ae52850
48ca47d2-5583-4254-9add-75c7b7a0e332,sitting,d347fb6459524bb8b28cf4254ae52850
65882494-c894-42f7-be4d-36cc42867b1d,sitting,d347fb6459524bb8b28cf4254ae52850
2d8c9c98-d748-4171-8b7d-47c65c0d4cf6,running,d347fb6459524bb8b28cf4254ae52850
a4a1817f-380b-4547-a7f2-c7952e95332c,calling,d347fb6459524bb8b28cf4254ae52850
72371861-ff13-4a0b-91df-3f7128124d83,cycling,d347fb6459524bb8b28cf4254ae52850
35b67547-5df3-40b1-a049-ac68c6db2336,laughing,d347fb6459524bb8b28cf4254ae52850
b7170188-e0a9-43d8-9b89-47616e6d6546,eating,d347fb6459524bb8b28cf4254ae52850
d2e5799a-cf29-4dc1-a969-2fc98ca59f3a,sitting,d347fb6459524bb8b28cf4254ae52850
7ead39c8-f82b-455e-a706-9893eb7e8797,eating,d347fb6459524bb8b28cf4254ae52850
0ae72bca-672c-4235-af93-0402cffdafca,clapping,d347fb6459524bb8b28cf4254ae52850
76475d08-5151-4b9d-b88b-9a3e8db8f255,laughing,d347fb6459524bb8b28cf4254ae52850
154e25e5-9284-4508-99e9-905887c392dc,sleeping,d347fb6459524bb8b28cf4254ae52850
22ed0e36-32d1-4907-b968-4bf1e0a9f057,eating,d347fb6459524bb8b28cf4254ae52850
cb8788d9-4fa6-434c-9d12-b13fab15eace,eating,d347fb6459524bb8b28cf4254ae52850
961a6ff5-8e24-43a5-8d3b-85ed72a37876,cycling,d347fb6459524bb8b28cf4254ae52850
7cd4aaae-567b-4b4a-a730-0961823e4316,laughing,d347fb6459524bb8b28cf4254ae52850
05ff49ec-dd6d-4939-98b2-87d30a1df69e,using laptop,d347fb6459524bb8b28cf4254ae52850
08203ce5-a179-4f67-a4ca-0fc51e445070,sleeping,d347fb6459524bb8b28cf4254ae52850
360c643f-dc80-41c9-aa01-ec2a9d7ed9b9,using laptop,d347fb6459524bb8b28cf4254ae52850
1b6e5aa5-62f7-41ce-89f1-129f8bc8b107,texting,d347fb6459524bb8b28cf4254ae52850
e1f37031-5779-4159-9656-0177e04e7d5a,fighting,d347fb6459524bb8b28cf4254ae52850
c8b8ef81-9427-4abc-992c-3cc6e9c7f7df,laughing,d347fb6459524bb8b28cf4254ae52850
42f8e559-a230-44f3-9a7d-9aa0cad3c1ce,sleeping,d347fb6459524bb8b28cf4254ae52850
6361f199-c62c-460a-a2e9-43a0407ea6bf,using laptop,d347fb6459524bb8b28cf4254ae52850
dbf681e0-c4ac-4fea-bf1a-6521dcdc1e13,cycling,d347fb6459524bb8b28cf4254ae52850
6dc372c6-c23f-45ee-96d9-cc155a8f2104,listening_to_music,d347fb6459524bb8b28cf4254ae52850
8d1b8b81-0888-49bf-928d-b08831db9093,laughing,d347fb6459524bb8b28cf4254ae52850
141fa4e9-8809-46b7-8a1f-03af1a97a4c2,hugging,d347fb6459524bb8b28cf4254ae52850
96708780-4806-4adc-a99e-899a087a9c22,running,d347fb6459524bb8b28cf4254ae52850
c0e78418-846e-47f8-8446-3b685deca0b0,hugging,d347fb6459524bb8b28cf4254ae52850
e8d7fb8a-bfd6-4cb1-a564-4517d33f5bda,eating,d347fb6459524bb8b28cf4254ae52850
db117d70-03e0-4666-aeba-3102a8bf5eab,running,d347fb6459524bb8b28cf4254ae52850
0865feca-f647-4da8-af36-4386fa825660,laughing,d347fb6459524bb8b28cf4254ae52850
601fb3d6-77ea-45b9-a4da-c9cdfe96bc7c,calling,d347fb6459524bb8b28cf4254ae52850
6ed9e41a-d6fe-4190-b83b-a93ec2ca3170,sitting,d347fb6459524bb8b28cf4254ae52850
2c0a1bdb-af9a-4b8f-a16c-f307986a78ce,calling,d347fb6459524bb8b28cf4254ae52850
77c15335-0e79-4203-b282-4d1ffd97c99e,laughing,d347fb6459524bb8b28cf4254ae52850
229e04c7-a15c-4b75-87c3-1092016751e0,listening_to_music,d347fb6459524bb8b28cf4254ae52850
43b0a38e-e92a-4034-8345-8380fcc0c9ff,cycling,d347fb6459524bb8b28cf4254ae52850
8c1505c9-5abe-4428-932e-db09ddf124ce,clapping,d347fb6459524bb8b28cf4254ae52850
accd47e8-6752-4503-ba5f-72b3f3511b2b,texting,d347fb6459524bb8b28cf4254ae52850
7ec70ef5-463a-4e16-a2df-13bec91b2ad4,running,d347fb6459524bb8b28cf4254ae52850
55382de8-0d00-4e06-99a3-827507af8a73,fighting,d347fb6459524bb8b28cf4254ae52850
acb06eaa-5909-4112-93f3-3a853fb85290,sitting,d347fb6459524bb8b28cf4254ae52850
6375e31a-e662-4928-968c-778d2070cc69,dancing,d347fb6459524bb8b28cf4254ae52850
0e1b0ac1-be69-458c-950a-eaa4efd8c1d0,dancing,d347fb6459524bb8b28cf4254ae52850
29acd5b9-60b3-4061-9895-57a880a244e9,running,d347fb6459524bb8b28cf4254ae52850
9e67e0a7-53d9-45d4-8978-dc3ab17d83e6,texting,d347fb6459524bb8b28cf4254ae52850
56023a3b-bc8d-4eed-90c8-25eb38e54203,dancing,d347fb6459524bb8b28cf4254ae52850
3599dfe7-4baa-4860-a362-3e1b58e0da05,clapping,d347fb6459524bb8b28cf4254ae52850
bd9d6a69-5abf-4d88-a7f1-75456bb213fd,sitting,d347fb6459524bb8b28cf4254ae52850
8c8c72a4-3e1f-418f-845d-d2aa6ccd1268,using laptop,d347fb6459524bb8b28cf4254ae52850
ff71dbe0-2224-4deb-b2f7-2ff9ee5194e1,using laptop,d347fb6459524bb8b28cf4254ae52850
a3a7603e-150e-4622-bcd0-f4050145ca7c,laughing,d347fb6459524bb8b28cf4254ae52850
9dc5cbbd-6337-4eaa-9305-528d475acc65,sitting,d347fb6459524bb8b28cf4254ae52850
7a354e02-7a37-481e-b71b-1db94ab8f648,cycling,d347fb6459524bb8b28cf4254ae52850
be6b8bb1-3b99-477c-b9db-536e53b8da1e,clapping,d347fb6459524bb8b28cf4254ae52850
4640f167-863b-4459-8fc1-4fd081aaccf7,clapping,d347fb6459524bb8b28cf4254ae52850
65545500-7ac3-4e1c-a337-b8350cfcb126,drinking,d347fb6459524bb8b28cf4254ae52850
cf5dcd73-4314-41ba-9f73-52e48b998db0,texting,d347fb6459524bb8b28cf4254ae52850
c608e246-cc5d-4706-926b-f3a6e4060cbd,running,d347fb6459524bb8b28cf4254ae52850
954fce6e-81ca-45ec-b16f-6720154bba05,sleeping,d347fb6459524bb8b28cf4254ae52850
caa79d61-77a1-409e-a6fc-b82dbf068e36,using laptop,d347fb6459524bb8b28cf4254ae52850
2f630700-3f38-4fcf-a470-a56ba04c8d88,laughing,d347fb6459524bb8b28cf4254ae52850
47df0db0-312c-4496-a409-f168202a46f6,listening_to_music,d347fb6459524bb8b28cf4254ae52850
1b431bac-e308-4dbb-afd9-0bc8dd4fc9d1,sleeping,d347fb6459524bb8b28cf4254ae52850
b0b317d3-1970-4c1f-8743-ae8855236920,running,d347fb6459524bb8b28cf4254ae52850
30299ca1-8f22-4eb9-87cd-dc0d71a9bfb6,sleeping,d347fb6459524bb8b28cf4254ae52850
f3711e7a-9bb0-43d1-9452-30e2b5cee7c1,laughing,d347fb6459524bb8b28cf4254ae52850
9f3ef737-8caa-4991-b6f0-01c58b84e55d,clapping,d347fb6459524bb8b28cf4254ae52850
75629f5a-0d9d-4983-8cf7-b7369022c5ef,using laptop,d347fb6459524bb8b28cf4254ae52850
2916f6f1-0f96-4c98-98bd-334bf34499e7,sitting,d347fb6459524bb8b28cf4254ae52850
c865a011-9499-48a2-8b0d-983e8d87ca1d,fighting,d347fb6459524bb8b28cf4254ae52850
edd41e9b-f9e7-46d9-98e4-40baae9f4ddf,clapping,d347fb6459524bb8b28cf4254ae52850
3bf9ff28-3ab9-4f81-8c48-645218842dea,laughing,d347fb6459524bb8b28cf4254ae52850
f05f0ac4-479d-4f00-8979-8468041cdf93,texting,d347fb6459524bb8b28cf4254ae52850
c13c7ece-784d-4f60-a0d6-89415b0bebb2,sitting,d347fb6459524bb8b28cf4254ae52850
fc751cce-70b0-4a80-b713-ca555e5a8c8b,eating,d347fb6459524bb8b28cf4254ae52850
1b615852-f3d7-464e-ad87-1ffb45acffe2,using laptop,d347fb6459524bb8b28cf4254ae52850
9bf77b16-2bee-425f-b2bb-ec0fab28057c,cycling,d347fb6459524bb8b28cf4254ae52850
e475e1e0-f6b4-4ef6-a8af-1c9fdbcb690c,cycling,d347fb6459524bb8b28cf4254ae52850
7c5f29ff-6598-49cd-bf25-b357f2188bf1,drinking,d347fb6459524bb8b28cf4254ae52850
5fc8e216-780d-4156-a673-e562db7b79b6,calling,d347fb6459524bb8b28cf4254ae52850
cf072983-f0bc-49fe-9d63-60947701e230,listening_to_music,d347fb6459524bb8b28cf4254ae52850
f8fea651-78be-4742-a544-d12392c4c6a1,listening_to_music,d347fb6459524bb8b28cf4254ae52850
bc332135-3823-4168-8c35-0dc7230eda81,using laptop,d347fb6459524bb8b28cf4254ae52850
ff47676a-77c7-4a20-b742-73ec8be801e4,fighting,d347fb6459524bb8b28cf4254ae52850
806216e0-ce96-4b80-ba37-7d95b2505584,running,d347fb6459524bb8b28cf4254ae52850
c12927f7-36eb-49e6-bdcd-074adf4bdf8e,clapping,d347fb6459524bb8b28cf4254ae52850
ad303509-5807-4133-95c2-a992bf75388b,listening_to_music,d347fb6459524bb8b28cf4254ae52850
d2c9924d-1743-4807-bbc8-8f28a599d4b7,running,d347fb6459524bb8b28cf4254ae52850
20205f5b-77c0-494c-bab0-4b17a3d0caeb,laughing,d347fb6459524bb8b28cf4254ae52850
ee7c3de6-3b16-4eb5-827d-cb50f000c5a2,clapping,d347fb6459524bb8b28cf4254ae52850
ea706333-b376-4f9b-86f8-1d66df351de2,eating,d347fb6459524bb8b28cf4254ae52850
8d3898ea-b290-4056-b11a-1b64d1960fb4,using laptop,d347fb6459524bb8b28cf4254ae52850
669d9f4d-706f-4e85-951f-a7711528121c,cycling,d347fb6459524bb8b28cf4254ae52850
1180cbc4-c5b0-4756-977b-65e14ab52b28,running,d347fb6459524bb8b28cf4254ae52850
321f3103-173b-4850-8d41-281c22be39e1,sitting,d347fb6459524bb8b28cf4254ae52850
88b0e711-c9c8-4b7c-b581-0bb604ccb72b,texting,d347fb6459524bb8b28cf4254ae52850
04f97ea1-23d9-4a30-bbd5-5588313f6f1e,hugging,d347fb6459524bb8b28cf4254ae52850
6835c3ca-9b74-4e9a-89cf-ba85adc19ca0,texting,d347fb6459524bb8b28cf4254ae52850
053ef0fb-2fe3-478f-acfe-1a71d1a79d3f,dancing,d347fb6459524bb8b28cf4254ae52850
7f10cf82-33d2-4ce2-8f34-1dad20c6037b,fighting,d347fb6459524bb8b28cf4254ae52850
58a8cb4c-04d6-4d46-97e5-feec1eb1ee7c,running,d347fb6459524bb8b28cf4254ae52850
11140ba4-1407-4489-8186-96e317a12425,running,d347fb6459524bb8b28cf4254ae52850
0a03cde8-6f6c-4e3a-9a73-561e84ce6e24,clapping,d347fb6459524bb8b28cf4254ae52850
a791e7da-a722-4e1c-8225-bf26c82aa3c7,calling,d347fb6459524bb8b28cf4254ae52850
bf65899a-c45f-4c92-9dea-a4f7a8014eea,hugging,d347fb6459524bb8b28cf4254ae52850
1fba982a-d511-4ad6-8186-827c7dc362f2,cycling,d347fb6459524bb8b28cf4254ae52850
4ab1755d-260f-41f4-8c2a-284bdd5ff94a,cycling,d347fb6459524bb8b28cf4254ae52850
f67ee413-06ed-4fa1-a9fc-c2a26d1f4fdc,cycling,d347fb6459524bb8b28cf4254ae52850
8817b3e8-7cef-4031-97db-022df1ac0c0b,sleeping,d347fb6459524bb8b28cf4254ae52850
0bea707c-aec6-471e-a04f-7243a37ff31f,dancing,d347fb6459524bb8b28cf4254ae52850
fd24ba26-09cf-451a-bc1e-e06b29d13dc6,sitting,d347fb6459524bb8b28cf4254ae52850
e8f50853-3556-431b-8405-4ab5bb411eb4,laughing,d347fb6459524bb8b28cf4254ae52850
772fbb44-48c0-47c5-9f74-cf79dbcacf17,listening_to_music,d347fb6459524bb8b28cf4254ae52850
58957690-50a5-4d50-875a-3b75ae5700be,sitting,d347fb6459524bb8b28cf4254ae52850
adee9f66-3ad7-497b-be1d-74d3a3a9da9f,sleeping,d347fb6459524bb8b28cf4254ae52850
2b5db9b8-119c-49f8-9a54-91dec7358f13,clapping,d347fb6459524bb8b28cf4254ae52850
157d3df6-7e04-48c3-81b1-95c1bd849d64,dancing,d347fb6459524bb8b28cf4254ae52850
681eb86d-d50d-4166-bcc9-76c91dbe4ea0,cycling,d347fb6459524bb8b28cf4254ae52850
d7ec5d32-56b8-49bd-bb67-fd91baf75683,clapping,d347fb6459524bb8b28cf4254ae52850
bfbf934e-f3ba-4896-851b-b1db7e2b91e6,texting,d347fb6459524bb8b28cf4254ae52850
0a588054-df65-46f4-8139-6f4a8e69ae77,sitting,d347fb6459524bb8b28cf4254ae52850
211878c7-7339-4313-8b98-b3cdb355f4e7,using laptop,d347fb6459524bb8b28cf4254ae52850
b9c586f3-e3c2-428c-97a5-8215857266e9,using laptop,d347fb6459524bb8b28cf4254ae52850
c43943b4-8b99-4cf9-8a74-6ed2a1bbd800,laughing,d347fb6459524bb8b28cf4254ae52850
ee6f3921-8305-43ab-8766-700fbe10f72c,laughing,d347fb6459524bb8b28cf4254ae52850
4b5e4cfa-adac-446b-af27-fab933f10bd8,laughing,d347fb6459524bb8b28cf4254ae52850
86a88588-909d-42b4-9f10-e6d19cac208c,cycling,d347fb6459524bb8b28cf4254ae52850
198483a4-997e-42be-98a2-f6b603a7d7a6,sleeping,d347fb6459524bb8b28cf4254ae52850
dc7cc92e-ea19-4452-b67b-aacd66ea39b6,eating,d347fb6459524bb8b28cf4254ae52850
558522cd-3072-4f2c-a318-0fbace4cad2b,sitting,d347fb6459524bb8b28cf4254ae52850
b15ec526-c7fd-408b-bcb9-fffacdb74ab9,sitting,d347fb6459524bb8b28cf4254ae52850
9ec4b02d-e3b1-4567-8e3a-fbf56360896c,calling,d347fb6459524bb8b28cf4254ae52850
9eb7668d-fae9-4025-979c-cca49437b0d7,cycling,d347fb6459524bb8b28cf4254ae52850
b89d4623-1c94-41fe-b47d-24fa98c9278b,listening_to_music,d347fb6459524bb8b28cf4254ae52850
7169a944-8812-4fe8-9c08-ff253d5a7abf,cycling,d347fb6459524bb8b28cf4254ae52850
dca63275-1164-4118-b7f4-a7ed97283ec5,calling,d347fb6459524bb8b28cf4254ae52850
cb0d4971-d497-4877-87a2-a76ede5e1167,laughing,d347fb6459524bb8b28cf4254ae52850
5efc7b55-b414-490d-94a9-102e9fb3911e,sleeping,d347fb6459524bb8b28cf4254ae52850
016ab570-fd31-4670-84df-f4c6c1994bce,using laptop,d347fb6459524bb8b28cf4254ae52850
